1672531200,65
1672533000,72
1672534800,80
1672536600,72
1672538400,65
1672540200,65
1672542000,65
1672543800,67
1672545600,68
1672547400,71
1672549200,73
1672551000,72
1672552800,73
1672554600,73
1672556400,72
1672558200,75
1672560000,74
1672561800,73
1672563600,82
1672565400,78
1672567200,78
1672569000,84
1672570800,86
1672572600,87
1672574400,92
1672576200,90
1672578000,93
1672579800,93
1672581600,94
1672583400,103
1672585200,114
1672587000,129
1672588800,145
1672590600,150
1672592400,155
1672594200,162
1672596000,160
1672597800,160
1672599600,158
1672601400,160
1672603200,164
1672605000,162
1672606800,164
1672608600,162
1672610400,156
1672612200,153
1672614000,150
1672615800,153
1672617600,152
1672619400,145
1672621200,136
1672623000,129
1672624800,127
1672626600,127
1672628400,122
1672630200,120
1672632000,120
1672633800,123
1672635600,125
1672637400,119
1672639200,123
1672641000,133
1672642800,134
1672644600,151
1672646400,152
1672648200,156
1672650000,161
1672651800,164
1672653600,163
1672655400,151
1672657200,153
1672659000,155
1672660800,152
1672662600,148
1672664400,152
1672666200,159
1672668000,161
1672669800,159
1672671600,174
1672673400,185
1672675200,190
1672677000,192
1672678800,196
1672680600,203
1672682400,204
1672684200,205
1672686000,201
1672687800,202
1672689600,207
1672691400,198
1672693200,194
1672695000,185
1672696800,171
1672698600,154
1672700400,134
1672702200,118
1672704000,106
1672705800,100
1672707600,103
1672709400,101
1672711200,95
1672713000,99
1672714800,90
1672716600,90
1672718400,82
1672720200,79
1672722000,72
1672723800,79
1672725600,80
1672727400,80
1672729200,84
1672731000,96
1672732800,106
1672734600,109
1672736400,113
1672738200,115
1672740000,115
1672741800,117
1672743600,118
1672745400,117
1672747200,119
1672749000,119
1672750800,118
1672752600,116
1672754400,122
1672756200,123
1672758000,128
1672759800,132
1672761600,134
1672763400,132
1672765200,131
1672767000,131
1672768800,131
1672770600,128
1672772400,121
1672774200,105
1672776000,92
1672777800,80
1672779600,73
1672781400,74
1672783200,63
1672785000,72
1672786800,66
1672788600,66
1672790400,61
1672792200,64
1672794000,71
1672795800,72
1672797600,68
1672799400,67
1672801200,59
1672803000,55
1672804800,55
1672806600,53
1672808400,52
1672810200,57
1672812000,60
1672813800,60
1672815600,60
1672817400,63
1672819200,66
1672821000,66
1672822800,65
1672824600,65
1672826400,63
1672828200,62
1672830000,59
1672831800,55
1672833600,53
1672835400,56
1672837200,57
1672839000,55
1672840800,56
1672842600,59
1672844400,62
1672846200,66
1672848000,76
1672849800,85
1672851600,85
1672853400,90
1672855200,92
1672857000,90
1672858800,88
1672860600,86
1672862400,78
1672864200,75
1672866000,70
1672867800,59
1672869600,55
1672871400,51
1672873200,55
1672875000,65
1672876800,63
1672878600,64
1672880400,70
1672882200,69
1672884000,69
1672885800,70
1672887600,71
1672889400,72
1672891200,74
1672893000,77
1672894800,88
1672896600,88
1672898400,98
1672900200,109
1672902000,130
1672903800,140
1672905600,151
1672907400,154
1672909200,160
1672911000,161
1672912800,162
1672914600,167
1672916400,158
1672918200,149
1672920000,145
1672921800,141
1672923600,134
1672925400,130
1672927200,122
1672929000,127
1672930800,120
1672932600,114
1672934400,115
1672936200,119
1672938000,125
1672939800,123
1672941600,121
1672943400,117
1672945200,113
1672947000,96
1672948800,86
1672950600,67
1672952400,59
1672954200,53
1672956000,49
1672957800,56
1672959600,53
1672961400,57
1672963200,58
1672965000,62
1672966800,66
1672968600,58
1672970400,58
1672972200,62
1672974000,63
1672975800,67
1672977600,60
1672979400,55
1672981200,57
1672983000,62
1672984800,67
1672986600,71
1672988400,79
1672990200,80
1672992000,87
1672993800,89
1672995600,93
1672997400,90
1672999200,90
1673001000,93
1673002800,90
1673004600,90
1673006400,88
1673008200,90
1673010000,94
1673011800,96
1673013600,97
1673015400,105
1673017200,113
1673019000,122
1673020800,130
1673022600,134
1673024400,136
1673026200,137
1673028000,131
1673029800,129
1673031600,116
1673033400,107
1673035200,87
1673037000,76
1673038800,70
1673040600,66
1673042400,62
1673044200,52
1673046000,49
1673047800,55
1673049600,51
1673051400,56
1673053200,61
1673055000,59
1673056800,51
1673058600,54
1673060400,51
1673062200,52
1673064000,53
1673065800,61
1673067600,60
1673069400,61
1673071200,66
1673073000,62
1673074800,67
1673076600,56
1673078400,65
1673080200,63
1673082000,78
1673083800,79
1673085600,79
1673087400,78
1673089200,74
1673091000,72
1673092800,73
1673094600,72
1673096400,69
1673098200,69
1673100000,67
1673101800,67
1673103600,65
1673105400,67
1673107200,63
1673109000,61
1673110800,67
1673112600,71
1673114400,70
